  -1.0000000e+00  -1.0000000e+00   6.0000000e+00
  -1.0000000e+00  -9.7979798e-01   5.9196000e+00
  -1.0000000e+00  -9.5959596e-01   5.8400163e+00
  -1.0000000e+00  -9.3939394e-01   5.7612489e+00
  -1.0000000e+00  -9.1919192e-01   5.6832976e+00
  -1.0000000e+00  -8.9898990e-01   5.6061626e+00
  -1.0000000e+00  -8.7878788e-01   5.5298439e+00
  -1.0000000e+00  -8.5858586e-01   5.4543414e+00
  -1.0000000e+00  -8.3838384e-01   5.3796551e+00
  -1.0000000e+00  -8.1818182e-01   5.3057851e+00
  -1.0000000e+00  -7.9797980e-01   5.2327314e+00
  -1.0000000e+00  -7.7777778e-01   5.1604938e+00
  -1.0000000e+00  -7.5757576e-01   5.0890725e+00
  -1.0000000e+00  -7.3737374e-01   5.0184675e+00
  -1.0000000e+00  -7.1717172e-01   4.9486787e+00
  -1.0000000e+00  -6.9696970e-01   4.8797062e+00
  -1.0000000e+00  -6.7676768e-01   4.8115498e+00
  -1.0000000e+00  -6.5656566e-01   4.7442098e+00
  -1.0000000e+00  -6.3636364e-01   4.6776860e+00
  -1.0000000e+00  -6.1616162e-01   4.6119784e+00
  -1.0000000e+00  -5.9595960e-01   4.5470870e+00
  -1.0000000e+00  -5.7575758e-01   4.4830119e+00
  -1.0000000e+00  -5.5555556e-01   4.4197531e+00
  -1.0000000e+00  -5.3535354e-01   4.3573105e+00
  -1.0000000e+00  -5.1515152e-01   4.2956841e+00
  -1.0000000e+00  -4.9494949e-01   4.2348740e+00
  -1.0000000e+00  -4.7474747e-01   4.1748801e+00
  -1.0000000e+00  -4.5454545e-01   4.1157025e+00
  -1.0000000e+00  -4.3434343e-01   4.0573411e+00
  -1.0000000e+00  -4.1414141e-01   3.9997959e+00
  -1.0000000e+00  -3.9393939e-01   3.9430670e+00
  -1.0000000e+00  -3.7373737e-01   3.8871544e+00
  -1.0000000e+00  -3.5353535e-01   3.8320580e+00
  -1.0000000e+00  -3.3333333e-01   3.7777778e+00
  -1.0000000e+00  -3.1313131e-01   3.7243138e+00
  -1.0000000e+00  -2.9292929e-01   3.6716662e+00
  -1.0000000e+00  -2.7272727e-01   3.6198347e+00
  -1.0000000e+00  -2.5252525e-01   3.5688195e+00
  -1.0000000e+00  -2.3232323e-01   3.5186205e+00
  -1.0000000e+00  -2.1212121e-01   3.4692378e+00
  -1.0000000e+00  -1.9191919e-01   3.4206714e+00
  -1.0000000e+00  -1.7171717e-01   3.3729211e+00
  -1.0000000e+00  -1.5151515e-01   3.3259871e+00
  -1.0000000e+00  -1.3131313e-01   3.2798694e+00
  -1.0000000e+00  -1.1111111e-01   3.2345679e+00
  -1.0000000e+00  -9.0909091e-02   3.1900826e+00
  -1.0000000e+00  -7.0707071e-02   3.1464136e+00
  -1.0000000e+00  -5.0505051e-02   3.1035609e+00
  -1.0000000e+00  -3.0303030e-02   3.0615243e+00
  -1.0000000e+00  -1.0101010e-02   3.0203041e+00
  -1.0000000e+00   1.0101010e-02   2.9799000e+00
  -1.0000000e+00   3.0303030e-02   2.9403122e+00
  -1.0000000e+00   5.0505051e-02   2.9015407e+00
  -1.0000000e+00   7.0707071e-02   2.8635853e+00
  -1.0000000e+00   9.0909091e-02   2.8264463e+00
  -1.0000000e+00   1.1111111e-01   2.7901235e+00
  -1.0000000e+00   1.3131313e-01   2.7546169e+00
  -1.0000000e+00   1.5151515e-01   2.7199265e+00
  -1.0000000e+00   1.7171717e-01   2.6860524e+00
  -1.0000000e+00   1.9191919e-01   2.6529946e+00
  -1.0000000e+00   2.1212121e-01   2.6207530e+00
  -1.0000000e+00   2.3232323e-01   2.5893276e+00
  -1.0000000e+00   2.5252525e-01   2.5587185e+00
  -1.0000000e+00   2.7272727e-01   2.5289256e+00
  -1.0000000e+00   2.9292929e-01   2.4999490e+00
  -1.0000000e+00   3.1313131e-01   2.4717886e+00
  -1.0000000e+00   3.3333333e-01   2.4444444e+00
  -1.0000000e+00   3.5353535e-01   2.4179165e+00
  -1.0000000e+00   3.7373737e-01   2.3922049e+00
  -1.0000000e+00   3.9393939e-01   2.3673095e+00
  -1.0000000e+00   4.1414141e-01   2.3432303e+00
  -1.0000000e+00   4.3434343e-01   2.3199674e+00
  -1.0000000e+00   4.5454545e-01   2.2975207e+00
  -1.0000000e+00   4.7474747e-01   2.2758902e+00
  -1.0000000e+00   4.9494949e-01   2.2550760e+00
  -1.0000000e+00   5.1515152e-01   2.2350781e+00
  -1.0000000e+00   5.3535354e-01   2.2158963e+00
  -1.0000000e+00   5.5555556e-01   2.1975309e+00
  -1.0000000e+00   5.7575758e-01   2.1799816e+00
  -1.0000000e+00   5.9595960e-01   2.1632486e+00
  -1.0000000e+00   6.1616162e-01   2.1473319e+00
  -1.0000000e+00   6.3636364e-01   2.1322314e+00
  -1.0000000e+00   6.5656566e-01   2.1179471e+00
  -1.0000000e+00   6.7676768e-01   2.1044791e+00
  -1.0000000e+00   6.9696970e-01   2.0918274e+00
  -1.0000000e+00   7.1717172e-01   2.0799918e+00
  -1.0000000e+00   7.3737374e-01   2.0689726e+00
  -1.0000000e+00   7.5757576e-01   2.0587695e+00
  -1.0000000e+00   7.7777778e-01   2.0493827e+00
  -1.0000000e+00   7.9797980e-01   2.0408122e+00
  -1.0000000e+00   8.1818182e-01   2.0330579e+00
  -1.0000000e+00   8.3838384e-01   2.0261198e+00
  -1.0000000e+00   8.5858586e-01   2.0199980e+00
  -1.0000000e+00   8.7878788e-01   2.0146924e+00
  -1.0000000e+00   8.9898990e-01   2.0102030e+00
  -1.0000000e+00   9.1919192e-01   2.0065299e+00
  -1.0000000e+00   9.3939394e-01   2.0036731e+00
  -1.0000000e+00   9.5959596e-01   2.0016325e+00
  -1.0000000e+00   9.7979798e-01   2.0004081e+00
  -1.0000000e+00   1.0000000e+00   2.0000000e+00
  -9.7979798e-01  -1.0000000e+00   5.9600041e+00
  -9.7979798e-01  -9.7979798e-01   5.8796041e+00
  -9.7979798e-01  -9.5959596e-01   5.8000204e+00
  -9.7979798e-01  -9.3939394e-01   5.7212529e+00
  -9.7979798e-01  -9.1919192e-01   5.6433017e+00
  -9.7979798e-01  -8.9898990e-01   5.5661667e+00
  -9.7979798e-01  -8.7878788e-01   5.4898480e+00
  -9.7979798e-01  -8.5858586e-01   5.4143455e+00
  -9.7979798e-01  -8.3838384e-01   5.3396592e+00
  -9.7979798e-01  -8.1818182e-01   5.2657892e+00
  -9.7979798e-01  -7.9797980e-01   5.1927354e+00
  -9.7979798e-01  -7.7777778e-01   5.1204979e+00
  -9.7979798e-01  -7.5757576e-01   5.0490766e+00
  -9.7979798e-01  -7.3737374e-01   4.9784716e+00
  -9.7979798e-01  -7.1717172e-01   4.9086828e+00
  -9.7979798e-01  -6.9696970e-01   4.8397102e+00
  -9.7979798e-01  -6.7676768e-01   4.7715539e+00
  -9.7979798e-01  -6.5656566e-01   4.7042139e+00
  -9.7979798e-01  -6.3636364e-01   4.6376900e+00
  -9.7979798e-01  -6.1616162e-01   4.5719825e+00
  -9.7979798e-01  -5.9595960e-01   4.5070911e+00
  -9.7979798e-01  -5.7575758e-01   4.4430160e+00
  -9.7979798e-01  -5.5555556e-01   4.3797572e+00
  -9.7979798e-01  -5.3535354e-01   4.3173146e+00
  -9.7979798e-01  -5.1515152e-01   4.2556882e+00
  -9.7979798e-01  -4.9494949e-01   4.1948781e+00
  -9.7979798e-01  -4.7474747e-01   4.1348842e+00
  -9.7979798e-01  -4.5454545e-01   4.0757066e+00
  -9.7979798e-01  -4.3434343e-01   4.0173452e+00
  -9.7979798e-01  -4.1414141e-01   3.9598000e+00
  -9.7979798e-01  -3.9393939e-01   3.9030711e+00
  -9.7979798e-01  -3.7373737e-01   3.8471585e+00
  -9.7979798e-01  -3.5353535e-01   3.7920620e+00
  -9.7979798e-01  -3.3333333e-01   3.7377819e+00
  -9.7979798e-01  -3.1313131e-01   3.6843179e+00
  -9.7979798e-01  -2.9292929e-01   3.6316702e+00
  -9.7979798e-01  -2.7272727e-01   3.5798388e+00
  -9.7979798e-01  -2.5252525e-01   3.5288236e+00
  -9.7979798e-01  -2.3232323e-01   3.4786246e+00
  -9.7979798e-01  -2.1212121e-01   3.4292419e+00
  -9.7979798e-01  -1.9191919e-01   3.3806754e+00
  -9.7979798e-01  -1.7171717e-01   3.3329252e+00
  -9.7979798e-01  -1.5151515e-01   3.2859912e+00
  -9.7979798e-01  -1.3131313e-01   3.2398735e+00
  -9.7979798e-01  -1.1111111e-01   3.1945720e+00
  -9.7979798e-01  -9.0909091e-02   3.1500867e+00
  -9.7979798e-01  -7.0707071e-02   3.1064177e+00
  -9.7979798e-01  -5.0505051e-02   3.0635649e+00
  -9.7979798e-01  -3.0303030e-02   3.0215284e+00
  -9.7979798e-01  -1.0101010e-02   2.9803081e+00
  -9.7979798e-01   1.0101010e-02   2.9399041e+00
  -9.7979798e-01   3.0303030e-02   2.9003163e+00
  -9.7979798e-01   5.0505051e-02   2.8615447e+00
  -9.7979798e-01   7.0707071e-02   2.8235894e+00
  -9.7979798e-01   9.0909091e-02   2.7864504e+00
  -9.7979798e-01   1.1111111e-01   2.7501275e+00
  -9.7979798e-01   1.3131313e-01   2.7146210e+00
  -9.7979798e-01   1.5151515e-01   2.6799306e+00
  -9.7979798e-01   1.7171717e-01   2.6460565e+00
  -9.7979798e-01   1.9191919e-01   2.6129987e+00
  -9.7979798e-01   2.1212121e-01   2.5807571e+00
  -9.7979798e-01   2.3232323e-01   2.5493317e+00
  -9.7979798e-01   2.5252525e-01   2.5187226e+00
  -9.7979798e-01   2.7272727e-01   2.4889297e+00
  -9.7979798e-01   2.9292929e-01   2.4599531e+00
  -9.7979798e-01   3.1313131e-01   2.4317927e+00
  -9.7979798e-01   3.3333333e-01   2.4044485e+00
  -9.7979798e-01   3.5353535e-01   2.3779206e+00
  -9.7979798e-01   3.7373737e-01   2.3522090e+00
  -9.7979798e-01   3.9393939e-01   2.3273135e+00
  -9.7979798e-01   4.1414141e-01   2.3032344e+00
  -9.7979798e-01   4.3434343e-01   2.2799714e+00
  -9.7979798e-01   4.5454545e-01   2.2575247e+00
  -9.7979798e-01   4.7474747e-01   2.2358943e+00
  -9.7979798e-01   4.9494949e-01   2.2150801e+00
  -9.7979798e-01   5.1515152e-01   2.1950821e+00
  -9.7979798e-01   5.3535354e-01   2.1759004e+00
  -9.7979798e-01   5.5555556e-01   2.1575349e+00
  -9.7979798e-01   5.7575758e-01   2.1399857e+00
  -9.7979798e-01   5.9595960e-01   2.1232527e+00
  -9.7979798e-01   6.1616162e-01   2.1073360e+00
  -9.7979798e-01   6.3636364e-01   2.0922355e+00
  -9.7979798e-01   6.5656566e-01   2.0779512e+00
  -9.7979798e-01   6.7676768e-01   2.0644832e+00
  -9.7979798e-01   6.9696970e-01   2.0518314e+00
  -9.7979798e-01   7.1717172e-01   2.0399959e+00
  -9.7979798e-01   7.3737374e-01   2.0289766e+00
  -9.7979798e-01   7.5757576e-01   2.0187736e+00
  -9.7979798e-01   7.7777778e-01   2.0093868e+00
  -9.7979798e-01   7.9797980e-01   2.0008162e+00
  -9.7979798e-01   8.1818182e-01   1.9930619e+00
  -9.7979798e-01   8.3838384e-01   1.9861239e+00
  -9.7979798e-01   8.5858586e-01   1.9800020e+00
